80,look over,대강 훑어보다
[ IC 어휘완성 프로그램 ],,[ DAY 5 ]
No,Word,Meaning
81,demolish,"(건물을) 철거하다, 파괴하다; (이론을) 뒤집다"
82,shield,"보호하다, 가리다; 방패; 보호장치"
83,disturb,방해하다; 불안하게 하다; 어지럽히다
84,discussion,"토론, 논의, 협의"
85,plead,"간청하다, 애원하다; 핑계를 대다"
86,swallow,삼키다; 마른침을 삼키다; 제비
87,reflex,"반사 운동, 반사 작용"
88,broadcast,방송[방영]하다; 널리 알리다; 방송; 방송 프로그램
89,tragedy,"비극, 비극적인 일, 참사; 비극 작품"
90,outdated,"시대에 뒤진, 구식의; 기한이 지난"
91,perspective,"관점, 시각; 원근법; 전망"
92,chore,"(정기적으로 하는) 일, 가사; 하기 싫은 일"
93,ridiculous,"말도 안 되는, 터무니없는"
94,urge,"(강력히) 권고하다, 촉구하다; 재촉하다; (강한) 욕구, 충동"
95,enhance,"(질, 가치 등을) 높이다, 향상하다"
96,flock,"떼, 무리; 떼를 짓다, 몰려들다"
97,amicable,"우호적인, 원만한"
98,dangle,"매달리다, 매달다, 달랑거리다"
99,fill in,~에 적어 넣다
100,cry over,~에 대해 한탄하다
101,majority,"대부분, 다수"
102,alliance,"동맹, 협정; 동맹 단체, 연합회"
103,flesh,"(사람, 동물의) 살, 살코기; 피부; (과일의) 과육"
104,grin,"활짝 웃다, 크게 웃다; 활짝 웃음"
105,avoid,"피하다, 회피하다; 막다"
106,mammal,포유동물
107,reform,"개혁하다, 개선하다; 교화시키다, 교화되다; 개혁, 개선"
108,component,"(구성) 요소, 부품, 성분; 구성하는, 성분의"
109,monopoly,"독점(권), 전매(권); 독점 상품"
110,timber,"목재, 재목"
111,prominent,"유명한, 저명한; 두드러진, 눈에 잘 띄는"
112,posterity,"후세, 후대"
113,comprise,~으로 구성되다; 구성[차지]하다
114,fame,명성
115,texture,"(직물의) 감촉; (음식의) 질감; 조화, 어우러짐"
116,immerse,"(액체 속에) 담그다; 몰두하다, 몰두시키다"
117,nasty,"(행동이) 못된, 고약한; 형편없는; (상황이) 끔찍한, 심각한"
118,comet,혜성
119,look in,(특히 아프거나 도움이 필요한 사람의 집에) 들르다
120,check over,"점검하다, 검사하다"
[ IC 어휘완성 프로그램 ],,[ DAY 7 ]
No,Word,Meaning
121,construct,건설하다; 구성하다
122,constant,"규칙적으로 되풀이되는, 끊임없는; 일정한"
123,elevate,"(정도를) 높이다, 고양하다; (들어) 올리다; 승진시키다"
124,apologize,사과하다
125,immediate,"즉각적인, 즉시의; 당면한; 직접적인"
126,upset,"기분이 상한, 화난; 탈이 난; 속상하게 하다; 망쳐 놓다"
127,exemplify,전형적인 예시가 되다; 예를 들다
128,correspond,"일치하다; 해당하다, 상응하다; 서신을 주고받다"
129,advance,"진보, 발전; 전진; 진보하다; 전진하다; (의견을) 제기하다"
130,prolong,"연장하다, 연장시키다"
131,frighten,겁먹게 하다
132,shrink,"줄다, 오그라들다; (규모, 양이) 감소하다; 움츠러들다"
133,pragmatic,"실용적인, 현실적인"
134,analyze,분석하다
135,cohesion,"화합, 결합, 결속; 응집력"
136,subtle,"미묘한, 감지하기 어려운; 교묘한"
137,comply,"따르다, 응하다, 준수하다"
138,confer,"상의하다, 의논하다; 수여하다, 부여하다"
139,get in,(안에) 들어가다; (차에) 타다
140,go over,"잘 살펴보다, 검사하다"
[ IC 어휘완성 프로그램 ],,[ DAY 8 ]
No,Word,Meaning
141,trait,"(성격적, 신체적) 특성, 특징"
142,flexible,"유연한, 구부리기 쉬운; 융통성 있는"
143,parliament,"의회, 국회"
144,despite,~에도 불구하고
145,pungent,"(맛, 냄새가) 톡 쏘는 듯한, 자극적인; 날카로운, 신랄한"
146,hire,"고용하다, 채용하다; (단기간) 빌리다; (단기간) 빌림, 대여"
147,penalty,"처벌, 형벌; 불이익, 벌칙; 페널티 킥"
148,dwell,"살다, 거주하다; 곰곰이 생각하다"
149,exclusive,"독점적인; 배타적인; 고급의, 고가의; ~을 제외하고; 독점 기사"
150,optimal,"최선의, 최상의, 최적의"
151,urgent,"긴박한, 다급한"
152,empathetic,"감정 이입의, 공감의"
153,monetary,"통화의, 화폐의; 금전(상)의, 재정(상)의"
154,concentrate,"(정신을) 집중하다; (한 곳에) 모으다, 집중되다; 농축하다"
155,legitimate,"타당한, 합당한; 합법적인"
156,defy,"반항하다, 거역하다; (믿기, 묘사하기 등이 거의) 불가능하다"
157,ironic,"아이러니한, 모순적인; 비꼬는, 풍자적인"
158,execute,"처형하다; 실시하다, 실행하다"
159,fit in,"어울리다, 조화하다"
160,do over,다시 하다; 다시 꾸미다
[ IC 어휘완성 프로그램 ],,[ DAY 9 ]
No,Word,Meaning
161,handle,"다루다, 처리하다; 손잡이"
162,furious,"몹시 화가 난, 격노한; 맹렬한"
163,apt,"잘 ~하는, ~하는 경향이 있는; 적절한, 적당한"
164,warn,"경고하다, 주의를 주다"
165,profit,"이윤, 이익; 득, 이점; 득이 되다, 이익을 얻다"
166,attentive,"주의를 기울이는; 배려하는, 신경을 쓰는"
167,infancy,유아기; (사업 등의) 초창기
168,utilize,"활용하다, 이용하다"
169,extinct,멸종된; 사라진; (화산 등이) 활동을 멈춘
170,empirical,"경험[실험]에 따른, 실증적인"
171,prosecute,"기소하다, 공소하다; (재판에서) 검사를 맡다"
172,sophisticated,"세련된, 교양 있는; 정교한, 복잡한"
173,prudent,신중한
174,enormous,"막대한, 거대한, 엄청난"
175,abuse,"학대; 오용, 남용; 학대하다; 오용하다, 남용하다"
176,synthetic,"합성의, 인조의; 합성물"
177,drown,"익사하다, 익사시키다"
178,rack,"선반, (물건을 거는) ~걸이; 괴롭게 하다"
179,kick in,효과가 나타나기 시작하다
180,turn over,넘겨주다; 뒤집다
[ IC 어휘완성 프로그램 ],,[ DAY 10 ]
No,Word,Meaning
181,addict,중독자
182,amount,"양, 액수; 총계, 총액; 총계가 ~가 되다"
183,adhere,"들러붙다, 부착되다; 고수하다, 충실히 지키다"
184,register,"등록하다, 신고하다; (수치 등을) 기록하다; 명부"
185,surface,"표면, 수면, 지면; 외관; 표면의; 수면으로 올라오다; 나타나다"
186,tame,"길들이다, 다스리다; 길들여진"
187,figure,수치; (중요) 인물; 모습; 도표; 중요하다; 생각[판단]하다
188,grip,"꽉 잡다; (마음, 주위를) 끌다, 사로잡다; 꽉 붙잡음; 이해, 파악"
189,assumption,"전제, 가정, 추정; (책임, 권력의) 떠맡기, 인수"
190,compulsion,"충동, 강한 욕구; 강제, 강요"
191,shove,"(난폭하게) 밀다, 밀치다; 아무렇게나 놓다; 밀치기"
192,probe,"캐묻다, 조사하다; 탐색하다; 조사, 탐사; (우주) 탐사선"
193,scoop,한 숟갈(의 양); (신문) 특종; (큰 숟갈로) 뜨다; 특종 기사를 싣다
194,intrude,"침입하다, 침해하다; 방해하다"
195,cell,세포; 작은 방[칸]; 독방
196,discard,"버리다, 폐기하다"
197,amplify,증폭시키다
198,dispel,"(생각, 소문 등을) 떨쳐버리다, 없애다"
199,cut in,"끼어들다, 간섭하다"
200,fall over,"넘어지다, ~에 걸려 넘어지다"
201,defense,"방어, 보호; 변호; 수비"
202,clutter,"잡동사니, 어수선함; 어지럽히다"
203,complex,복잡한; 복합의; 복합 건물; 콤플렉스
204,sensitive,"예민한, 민감한; 세심한, 배려심 많은"
205,depart,"떠나다, 출발하다; (직장을) 떠나다, 그만두다"
206,kinship,"친족(임), 친족 관계; 연대감"
207,deduce,"추론[추정]하다, 연역하다"
208,interfere,"방해하다; 참견하다, 간섭하다"
209,formulate,"(세심하게) 만들어내다; (명확하게) 표현하다, 진술하다"
210,inability,"무능, 불능, ~할 수 없음"
211,generate,"발생시키다, 만들어 내다"
212,trim,"다듬다, 정돈하다; 삭감하다; 다듬기; 날씬한; 잘 손질된"
213,hostility,"적의, 적대감, 적개심"
214,manufacture,"제조하다; (이야기, 변명 등을) 지어내다; 제조"
215,embed,"(단단히) 박다, 끼우다, 깊이 새겨 넣다 "
216,vice,"악, 비도덕; 범죄 행위, 나쁜 품행; 대리의"
217,feat,"(눈부신) 위업, 공적"
218,compel,"억지로 시키다, 강요하다; (어떤 반응을) 자아내다"
219,ease off,"누그러지다, 완화되다"
220,kick over,(~을) 차서 뒤엎다
221,offense,"위반, 범죄; 무례; 공격"
222,donate,"기부하다, 기증하다"
223,discipline,"규율, 훈육; 교과목, 분야; 징계하다; 훈육하다"
224,sensible,"분별 있는, 현명한; (옷 등이) 실용적인; 인지하는"
225,starve,"굶주리다, 굶어 죽다"
226,permit,"허락하다, 허용하다; 가능하게 하다; 허가증"
227,induce,"설득하여 ~하게 하다, 유도하다; 유발하다, 야기하다"
228,pledge,"약속, 맹세, 서약; 약속하다, 맹세하다, 서약하다"
229,affair,"(정치적, 사적인) 일, 문제; 사건; 불륜"
230,disability,"(신체적, 정신적) 장애"
231,accord,"일치하다, 부합하다; (권위 등을) 부여하다; 일치, 합의"
232,abandon,"버리다; 떠나다; 그만두다, 포기하다"
233,hospitality,"환대, 후한 대접, 접대"
234,rescue,"구하다, 구조하다; 구조, 구출; 구조 작업"
235,continent,대륙
236,virtue,"미덕, 덕; 선, 선행; 장점"
237,weave,"(실, 천을) 짜다, 엮다; (이야기 등을) 엮다"
238,refuge,"피난(처), 도피(처)"
239,show off,~을 과시하다
240,come over,"오다, 찾아오다; 엄습하다"
[ IC 어휘완성 프로그램 ],,[ DAY 13 ]
No,Word,Meaning
241,carrier,수송[운송] 회사; 운반하는 것; 항공모함
242,establish,"세우다, 설립하다; 확립하다, 맺다"
243,realize,"깨닫다, 인식하다; 실현하다, 달성하다"
244,protect,"보호하다, 지키다; (보험 등이) 보장하다"
245,indeed,"정말, 확실히, 참으로; 실은, 사실은"
246,spread,"확산되다, 퍼뜨리다; 펼치다; 펴 바르다; 확산, 전파"
247,numerical,"수의, 수와 관련된, 숫자로 나타낸"
248,litter,"어지럽히다, (쓰레기 등을) 버리다; 쓰레기"
249,align,"일직선으로 하다, 나란히 하다, 정렬시키다; ~와 제휴하다"
250,memorial,"기념비, 기념물; 추모의, 기념의"
251,captive,"사로잡힌, 억류된, 포로가 된; 포로"
252,assess,"평가하다, 사정하다; 재다, 가늠하다"
253,pessimistic,"비관적인, 염세적인"
254,worship,숭배하다; 예배하다; 숭배; 예배
255,dignity,"존엄성; 품위, 위엄, 위신; 자존감"
256,dissociate,"~와 분리하다, ~와 관련이 없음을 밝히다"
257,haunt,(어떤 장소에) 귀신이 출몰하다; (생각 등이) 늘 따라다니다
258,dispute,"논란, 분쟁; 반박하다, 이의를 제기하다; 논쟁[분쟁]을 벌이다"
259,pay off,전액을 지불하다; 대가를 얻다
260,run over,(차가) 치다
[ IC 어휘완성 프로그램 ],,[ DAY 14 ]
No,Word,Meaning
261,career,"직업; 경력, 이력"
262,encounter,"(곤란, 반대 등에) 부딪히다; (우연히) 만나다; 우연한 만남; 대결"
263,rebellion,"반란; 반대, 저항"
264,detect,"발견하다, 알아내다, 감지하다"
265,mental,"마음의, 정신의"
266,decrease,"감소하다, 감소시키다; 감소"
267,numerous,많은
268,motivate,"자극을 주다, 동기를 부여하다"
269,grant,"(정식으로) 주다, 수여하다; 승인하다; 보조금, 지원금"
270,memorable,"잊지 못할, 기억할 만한, 인상적인"
271,domestic,가정 내의; 국내의; (동물이) 길든
272,coordinate,"조직하다, 조정하다; 조화되다, 조화시키다; 동등한"
273,optimistic,"낙관적인, 낙관하는"
274,assemble,"모이다, 모으다; 조립하다"
275,compression,"압축, 압박; (데이터) 압축"
276,associate,"연상하다, 관련 짓다; 어울리다, 교제하다; 동료"
277,degrade,(질적으로) 저하하다; 비하하다; (화학적으로) 분해되다[하다]
278,aspire,"열망하다, 염원하다, 동경하다"
279,carry off,~을 훌륭히 해내다
280,get over,"극복하다; 낫다, 회복하다"
[ IC 어휘완성 프로그램 ],,[ DAY 15 ]
No,Word,Meaning
281,explore,"탐험하다, 탐사하다; 탐구하다"
282,combine,"결합하다, 결합시키다; (두가지 이상 특징을) 갖추다, 겸비하다"
283,instrument,"기구; 악기; 수단, 방법"
284,blame,"비난하다, ~의 탓으로 돌리다; 비난, 탓"
285,portrait,"초상화, 인물 사진; (상세한) 묘사"
286,facility,"시설, 설비; (기계 등의) 기능, 특징; 재능"
287,glance,흘끗 봄; 흘끗 보다; 훑어보다
288,devour,허겁지겁 먹어 치우다; (책 등을) 빨리 보다
289,circumstance,"상황, 환경, 정황"
290,acute,"격심한, 극심한, 심각한; (질병이) 급성의"
291,estate,"재산, 자산; 사유지"
292,fade,서서히 사라지다; (색이) 바래다
293,shred,"(갈가리) 찢다, 자르다; 조각, 파편"
294,partake,(특히 자기에게 제공된 것을) 먹다[마시다]; 참가하다
295,clumsy,"서투른, 덤벙대는"
296,hollow,"속이 빈; 움푹한, 우묵한; 움푹 들어간 곳"
297,patron,"후원자, 후원 단체"
298,hygiene,"위생, 위생 상태"
299,turn off,잠그다; 끄다
300,hand over,"건네주다, 넘겨주다"
[ IC 어휘완성 프로그램 ],,[ DAY 16 ]
No,Word,Meaning
301,criminal,"범죄자, 범인; 범죄의"
302,mention,"언급하다, 간단히 말하다; 언급, 진술"
303,insert,"삽입하다, 넣다; (문서 등에) 끼워 넣다; 삽입 광고"
304,semester,학기
305,recite,"(시, 산문 등을) 낭송하다, 낭독하다; 나열하다"
306,harvest,"수확물; 수확, 추수(기); 수확하다, 거둬들이다"
307,ruin,"망치다; 파산시키다; 파산, 파멸; 잔해"
308,outlook,"관점, 세계관; (앞날에 대한) 전망; (장소에서의) 전망, 경치"
309,diversify,"다각화하다, 다양화하다; 변화를 주다"
310,nonetheless,"그럼에도 불구하고, 그렇더라도"
311,soak,"젖다, 적시다; 담그다; (장시간의) 목욕"
312,obscure,모호한; 잘 알려지지 않은; 모호하게 하다; 안 보이게 하다
313,debt,"빚, 부채; 신세를 짐"
314,attitude,"태도, 자세, 사고방식"
315,enforce,"(법률 등을) 시행하다, 집행하다; (행동 등을) 강요하다"
316,adrift,표류하는; 방황하는
317,integral,필수적인
318,asthma,천식
319,take off,~을 벗다; 이륙하다
320,move over,(자리를 만들려고) 자리를 옮기다
[ IC 어휘완성 프로그램 ],,[ DAY 17 ]
No,Word,Meaning
321,architect,건축가; 설계자
322,ultimate,"최종의, 궁극적인"
323,pressure,"압박, 압력; 기압; 압력을 가하다"
324,offer,"제공하다, 제안하다; 제의, 제안"
325,discourage,"막다, 단념시키다; 용기를 잃게 하다, 낙담시키다"
326,frantic,"광분한, 제정신이 아닌; 정신없이 서두르는, 필사적인"
327,athlete,(운동)선수
328,pursue,"추구하다; 뒤쫓다, 추적하다"
329,illustrate,"(예시를 들어) 설명하다, 분명히 보여주다; 삽화를 넣다"
330,tenant,세입자
331,converse,대화를 나누다; 정반대의; 정반대
332,scrub,문질러 씻다; 취소하다
333,resentment,"분함, 분노"
334,confine,"국한하다, 한정하다; 가두다, 감금하다"
335,frown,"얼굴을 찌푸리다, 찡그리다; 찌푸림, 찡그림"
336,ballot,비밀 투표; 투표용지; 총투표수; 투표하다[하게 하다]
337,dedicate,"바치다, 전념하다, 헌신하다; 헌정하다"
338,static,"정적인, 고정된; 잡음; 정전기"
339,set off,출발하다; ~을 폭발시키다
340,pass over,무시하다
[ IC 어휘완성 프로그램 ],,[ DAY 18 ]
No,Word,Meaning
341,contrary,반대의; 반대되는 것
342,frontal,"앞의, 정면의; (머리) 앞부분의"
343,remark,"말, 발언, 논평; (의견을) 말하다"
344,tender,"부드러운, 연한; 다정한; 제출하다"
345,fee,"요금, 수수료"
346,international,"국제적인, 국가 간의"
347,exceed,"(특정 수량을) 넘다, 초과하다; (허용 범위를) 넘어서다"
348,radical,"근본적인; 급진적인; 급진파의; 급진주의자, 과격파"
349,unveil,"(신제품 등을) 발표하다, 공개하다; 베일을 벗기다 "
350,terminate,"끝나다, 끝내다, 종결시키다"
351,define,"정의하다; 규정하다, 분명히 밝히다"
352,abstract,추상적인; 이론적인; 추상화; 개요; 추출하다; 요약하다
353,yield,"(결과 등을) 내다, 산출하다; 굴복하다; 양보하다; 산출량, 이익"
354,crawl,"기다, 기어가다; 몹시 느리게 가다; 기어가기; 서행"
355,impulse,"충동, 욕구; 충격, 자극"
356,imperative,"필수의, 반드시 해야 하는; (태도가) 명령적인; 긴급한 일; 명령"
357,infer,"추론하다, 추측하다"
358,fabulous,"아주 멋진; 엄청난, 막대한"
359,see off,배웅하다
360,take over,"인계받다, 일을 넘겨받다"
[ IC 어휘완성 프로그램 ],,[ DAY 19 ]
No,Word,Meaning
361,deference,존경[경의](을 표하는 행동)
362,sympathy,"동정(심), 연민; 공감"
363,sequence,"순서, 차례; 연속, 연속적인 사건들; 후속되는 결과"
364,whisper,"속삭이다, 소곤거리다; 속삭임"
365,symptom,"증상, 증후; 징후, 조짐"
366,raw,가공되지 않은; 날것의; 원초적인; 경험이 없는
367,grasp,꽉 쥐다; 완전히 이해하다; (기회를) 잡다; 꽉 쥐기; 이해
368,seemingly,"외견상으로, 겉보기에는; 보아하니"
369,preview,"시사회, 시연; 예고편; 시연을 보이다, 시사회를 열다"
370,utter,"(말을) 하다; (입으로 소리를) 내다; 철저한, 완전한"
371,collaborate,"공동으로 일하다, 협력하다"
372,curriculum,"교육 과정, 교과 과정, 커리큘럼"
373,assist,"돕다, 원조하다"
374,edition,"(출간 책의) 판, 본; (잡지, 신문의) 판, 호"
375,medieval,"중세의, 중세풍의; 구식의, 케케묵은"
376,escalate,"확대하다, 증가하다"
377,afflict,"괴롭히다, 피해를 주다"
378,halt,"정지, 중단; 정지시키다, 멈추다"
379,put off,"~을 연기하다, 늦추다"
380,pull over,차를 (길) 한쪽에 대다
[ IC 어휘완성 프로그램 ],,[ DAY 20 ]
No,Word,Meaning
381,essential,필수적인; 본질적인; 필수적인 것; 핵심 사항
382,invade,"침입하다, 침략하다; 침해하다"
383,recognize,"알아보다, 인지하다; 인정하다; 승인하다"
384,rational,"합리적인, 이성적인"
385,wage,"임금, 급료; (전쟁, 전투 등을) 벌이다"
386,sacrifice,희생하다; 제물로 바치다; 희생; 제물
387,limit,"제한하다, 한정하다; 한도, 제한; 한계, 극한"
388,stereotype,"고정관념, 정형화된 생각[이미지]"
389,steep,"가파른, 비탈진; 급격한"
390,mandated,위임 통치를 받는; 법에 규정된
391,ingredient,"(음식의) 재료, 성분; 구성 요소, 필요 자질"
392,lump,"덩어리, 응어리; 혹; 함께 묶다"
393,choir,"합창단, 성가대"
394,bland,"특별한 맛이 안 나는; 특징 없는, 단조로운"
395,diffuse,"번지다, 퍼지다, 퍼뜨리다; 널리 퍼진 장황한, 산만한"
396,polarity,양극화; [물리] 극성
397,symbolic,"상징적인, 상징하는"
398,majestic,"위엄 있는, 당당한, 장엄한"
399,lay off,~을 해고하다
400,bring over,"가지고 오다, 데리고 오다"
[ IC 어휘완성 프로그램 ],,[ DAY 21 ]
No,Word,Meaning
401,funeral,장례식
402,continue,"계속되다, 계속하다"
403,isolate,"격리하다, 고립시키다; 분리하다"
404,gradually,"점차적으로, 서서히"
405,relative,"상대적인, 비교 상의; 관련된; 친척; (동식물의) 동족"
406,gather,"모이다, 모으다; 이해하다; (속도, 힘 등을) 늘리다"
407,peer,"또래, 동료; (안 보여서) 유심히 보다"
408,principal,"주요한, 주된; 중요한; 교장; 단체의 장"
409,advocate,"지지하다, 옹호하다; 지지자, 옹호자"
410,confirm,"(증거를 들어) 확인하다, 입증하다; (예약 등을) 확인[확정]하다"
411,objection,"이의, 반대"
412,consent,"동의하다, 허락하다; 승낙, 동의; 합의"
413,material,"재료, 물질; (활동용) 자료; 소재; 물질적인, 물질의"
414,illuminate,"밝게 비추다; (문제, 주제 등을) 명백히 밝히다, 분명하게 하다"
415,fiber,"섬유질, 섬유; (신경, 근육 등의) 섬유 조직"
416,shed,"없애다; 흘리다; (빛을) 비추다; 헛간, 광; 차고"
417,prevent,"~하는 것을 막다, 예방하다, 방지하다"
418,paradox,"역설적인 것[상황];  역설, 모순"
419,keep off,"떼어놓다, 가까이 못 오게 하다; 막다"
420,substitute for,~을 대신[대리]하다
[ IC 어휘완성 프로그램 ],,[ DAY 22 ]
No,Word,Meaning
421,lean,"몸을 숙이다; 기대다; 기름기가 적은; 긴축의, 침체된"
422,cease,"중단되다, 중단시키다; 중지"
423,conceive,"상상하다; 생각해내다, 고민하다"
424,tranquil,"평온한, 고요한"
425,absolute,"절대적인; 완전한, 완벽한; 완전, 순"
426,squeeze,"꽉 짜다, 짜내다; 밀어 넣다, 집어넣다; 꽉 쥐기 (재정적인) 압박"
427,qualify,"자격이 있다, 자격을 얻다[주다]; 단서를 달다"
428,principle,"원리, 원칙; 신념, 신조, 행동방침"
429,bound,"꼭 ~할 것 같은; ~할 (법적) 의무가 있는; ~ 행의; 껑충 뛰다; 경계를 이루다; 도약, 껑충 뜀"
430,earnestly,"진지하게, 진정으로; 열심히, 열성적으로"
431,objective,"목적, 목표; 객관적인; 실재하는"
432,decline,"감소하다, 쇠퇴하다; 거절하다; 감소, 하락, 쇠퇴"
433,imply,"암시하다, 시사하다; 넌지시 나타내다"
434,eliminate,"없애다, 제거하다; 탈락시키다"
435,debris,"잔해, 파편; 쓰레기"
436,choke,"숨이 막히다, 질식하다, 질식시키다; 목을 조르다"
437,preserve,"보존하다, 보호하다; (가치 등을) 보전하다, 유지하다"
438,retail,소매; (특정 가격에) 팔리다; 소매하다
439,give off,"(냄새를) 풍기다, ~을 발[발산]하다"
440,stand for,"상징하다, 의미하다"
[ IC 어휘완성 프로그램 ],,[ DAY 23 ]
No,Word,Meaning
441,inexcusable,"변명의 여지가 없는, 용납할 수 없는"
442,mass,"덩어리, 대중, 다량, 다수, 질량, 대량의, 대중적인"
443,trade,"거래, 무역; 거래하다, 무역하다; 교환하다"
444,hypothesis,가설
445,electrical,전기의; 전기를 이용하는
446,parasitic,기생하는; 기생충에 의한
447,reverse,"(거꾸로) 뒤집다; 후진하다; (정)반대; 뒤(쪽); 반대의, 거꾸로의"
448,complement,"보완하다, (더 좋아지게) 덧붙이다; 보완, 보완물"
449,committee,위원회
450,passionate,"열정적인, 열렬한"
451,occupant,"거주자, 입주자; 탑승자"
452,entitle,"권리를 주다, 자격을 주다; (책 등에) 제목을 붙이다"
453,soar,"급등하다, 치솟다; 날아오르다; 솟아 있다"
454,altitude,"높이, (해발) 고도"
455,commerce,"상업, 무역, 상거래"
456,deviant,"(정상에서) 벗어난, 일탈적인"
457,cruel,"잔인한, 무자비한; 가혹한, 비참한"
458,compensate,"보상하다, 배상하다, 보상금을 주다;  보완하다, 상쇄하다"
459,call off,"~을 취소하다, 철회하다"
460,speak for,~을 대변하다
[ IC 어휘완성 프로그램 ],,[ DAY 24 ]
No,Word,Meaning
461,prompt,"촉발[촉구]하다, 부추기다; 즉각적인; 시간을 엄수하는"
462,mess,"엉망(진창), 엉망인 상태, 엉망으로 만들다"
463,category,"범주, 종류, 부류"
464,challenge,"도전, 난제; (권위 등에 대한) 이의, 도전; 도전하다, (경쟁을) 걸다; ~에 이의를 제기하다"
465,electronic,전자의; 전자 공학의
466,disobedient,"반항하는, 거역하는"
467,soothe,"달래다, 진정시키다; (통증 등을) 완화하다"
468,compliment,"찬사, 칭찬의 말; 경의; 칭찬하다"
